"A","B","C","D","E","F","G","H","I"
0,16,24,17,24,38,16,49,29
7,13,20,3,15,17,43,40,38
5,24,17,19,8,40,33,18,57
0,2,10,19,18,24,36,16,1
9,17,15,21,19,23,15,26,21
0,10,16,27,23,25,37,15,32
15,5,4,15,34,14,14,11,25
6,15,9,33,12,11,19,45,42
9,11,27,30,17,17,54,15,45
3,14,16,15,14,34,44,36,31
0,22,10,14,7,34,54,48,28
4,40,6,21,14,9,17,31,28
3,12,3,3,28,17,31,46,35
8,12,25,17,28,22,47,39,22
0,19,8,10,13,18,33,22,27
10,32,17,4,9,41,26,40,33
4,5,38,18,10,40,17,33,42
16,8,23,17,24,25,35,24,35
1,11,4,21,12,24,40,35,35
4,17,16,18,31,25,19,36,42
4,32,17,14,12,34,23,16,35
5,6,24,20,40,22,9,35,44
19,10,15,42,24,21,42,44,51
0,11,10,25,11,23,39,17,34
1,8,9,20,11,25,24,30,37
10,8,7,4,33,21,41,60,17
13,1,16,35,22,15,25,26,28
19,21,3,20,12,8,33,28,47
9,17,17,14,14,34,23,18,35
4,29,3,20,22,24,18,30,42
7,18,3,44,14,13,53,21,34
6,4,22,12,34,20,43,12,30
0,25,5,24,15,11,7,32,56
9,13,22,14,26,8,14,17,27
1,9,8,31,6,33,14,34,27
10,22,10,9,18,25,44,37,38
6,6,9,19,34,36,29,60,25
4,6,26,9,22,14,23,25,38
0,7,6,24,9,10,32,61,63
1,6,11,1,29,23,17,14,26
9,8,24,13,36,24,24,41,21
12,11,12,1,12,6,19,12,53
12,12,16,22,19,21,27,43,30
16,11,1,26,11,66,13,49,32
3,14,18,4,3,21,38,42,30
8,11,17,10,37,16,11,41,39
4,1,11,17,29,23,23,22,38
3,7,20,22,16,12,9,42,25
13,11,11,16,11,23,27,21,33
16,3,32,9,30,28,24,5,61
7,12,19,19,38,29,47,17,25
9,27,8,17,42,36,8,26,37
9,13,4,15,30,19,33,31,28
1,18,11,19,8,26,33,35,40
0,9,19,10,27,25,38,25,16
8,7,9,7,24,26,30,44,44
0,2,6,22,19,39,28,52,36
5,9,4,23,28,27,21,32,32
0,8,0,19,18,12,16,41,42
10,11,14,15,1,24,23,42,38
22,9,13,11,38,23,13,19,31
12,4,15,34,22,22,31,34,60
1,8,28,13,18,30,53,27,28
0,2,0,38,33,26,11,13,13
0,9,14,9,14,16,36,49,42
11,24,4,10,14,22,31,26,33
5,14,33,11,31,28,32,68,45
4,2,11,25,19,31,15,24,49
9,9,16,12,23,12,10,24,49
4,1,13,16,20,24,14,36,28
0,11,7,20,23,8,27,48,46
4,8,21,17,4,26,45,18,16
9,10,11,25,18,21,31,31,58
5,16,2,29,4,32,9,38,23
13,5,4,12,16,30,14,13,40
0,28,13,34,18,23,24,39,24
6,14,25,5,17,4,27,13,34
5,23,21,30,15,49,15,40,46
9,15,13,5,18,58,36,20,36
1,17,0,5,18,24,15,24,44
9,12,10,22,22,30,50,12,69
14,10,16,5,44,23,18,39,24
3,9,10,25,28,27,10,36,44
8,13,8,16,30,30,24,25,28
2,7,37,29,18,11,26,35,34
1,27,14,19,8,25,10,41,22
9,0,14,3,30,30,35,63,40
5,21,5,19,14,47,49,25,29
0,4,20,14,9,21,9,35,6
0,6,21,31,17,47,20,26,23
0,19,2,21,16,32,17,43,47
3,19,6,16,14,23,44,35,46
3,27,34,4,10,18,28,31,30
0,17,24,26,24,22,12,36,26
11,6,19,15,30,9,25,50,23
10,16,8,14,12,35,41,38,38
0,11,6,15,39,16,25,65,44
5,8,12,3,34,43,15,41,45
9,22,3,19,20,17,36,51,28
3,17,16,5,25,13,23,25,48
6,9,39,21,20,21,8,44,41
4,4,8,21,9,13,22,31,37
4,30,26,15,41,34,19,42,26
1,9,2,11,15,7,31,13,21
0,14,6,26,15,6,27,18,45
0,23,36,26,31,24,12,30,35
1,6,18,7,24,33,32,36,45
0,8,23,13,18,24,41,40,33
4,8,9,3,8,25,29,33,25
7,28,28,38,40,10,20,51,62
1,20,18,8,16,26,15,22,34
4,10,15,15,12,34,6,53,18
10,10,7,0,16,30,17,34,22
5,2,40,10,9,5,22,33,44
0,10,18,21,9,3,9,23,33
0,11,38,20,4,26,43,35,22
4,14,13,8,29,37,13,46,49
5,8,4,7,34,23,21,32,45
12,8,8,41,3,22,24,54,25
9,15,24,37,33,15,37,10,26
16,7,12,32,32,43,20,41,30
0,1,21,11,13,22,31,40,35
4,10,10,11,22,30,39,24,40
1,7,10,9,26,26,21,26,46
15,12,9,16,12,41,2,7,38
5,8,23,29,5,34,30,49,40
9,8,4,27,14,37,26,12,37
1,2,29,22,12,16,22,34,28
5,14,10,46,31,43,55,16,62
8,36,19,9,24,16,13,58,15
12,5,9,2,11,15,24,33,30
13,12,18,26,12,27,23,24,28
3,21,11,10,30,13,30,24,45
11,10,14,16,28,20,11,28,25
8,5,15,10,62,16,18,21,33
0,10,0,37,47,13,28,16,25
12,9,14,16,6,5,25,26,52
7,9,8,22,10,28,16,28,38
0,4,6,16,28,30,14,17,20
20,0,9,9,21,30,39,5,49
0,15,18,33,11,16,19,45,63
9,15,18,12,2,9,28,34,70
0,5,0,21,39,19,24,37,60
2,8,16,11,45,22,57,40,43
3,5,4,5,16,5,9,36,33
0,16,23,19,36,29,26,30,28
0,3,6,11,38,10,47,27,37
3,2,10,44,25,9,16,9,33
3,11,13,3,27,47,15,47,42
7,5,8,43,35,31,45,22,39
0,9,2,19,21,12,13,29,20
7,20,0,27,9,45,10,42,14
0,4,13,18,5,24,16,13,37
0,26,6,31,22,37,22,19,53
0,4,16,17,10,30,27,22,65
6,22,0,5,25,23,31,28,16
13,37,20,33,22,54,35,33,36
0,8,4,4,15,32,32,43,54
2,10,27,19,20,17,26,43,35
0,9,20,18,13,27,32,32,15
15,10,4,8,2,24,23,32,30
11,14,3,13,19,20,15,22,49
20,28,24,14,21,4,43,35,50
0,12,5,14,22,10,43,19,11
10,14,15,33,41,27,34,12,47
6,9,7,22,32,9,22,22,26
7,13,9,9,18,19,24,21,60
1,1,9,0,8,18,24,25,29
7,9,7,11,6,52,50,24,40
15,25,8,14,27,23,31,35,44
0,19,12,13,23,35,26,32,62
4,21,20,7,34,12,37,31,61
10,10,10,10,13,46,20,9,21
2,15,19,34,25,25,50,49,32
4,9,13,24,26,24,16,50,28
9,7,8,17,28,18,35,31,44
11,16,22,9,18,11,27,15,37
4,11,13,14,19,22,12,33,65
5,13,43,25,8,25,26,24,77
0,29,8,23,19,26,30,32,31
7,17,17,14,16,50,25,39,10
2,3,4,18,17,21,24,23,30
0,11,17,15,30,21,8,39,25
8,8,14,22,18,22,19,30,12
2,2,14,10,7,25,41,26,50
4,13,19,8,19,19,31,30,38
6,4,10,34,42,15,32,45,39
0,0,4,15,21,21,27,54,41
21,10,20,18,30,7,23,29,15
9,8,10,9,15,18,19,11,35
5,8,20,6,24,33,19,58,35
3,31,20,30,16,25,5,38,25
14,25,11,8,29,23,39,15,12
0,26,16,10,27,32,40,21,14
1,3,27,7,15,25,56,47,37
0,1,9,15,32,40,34,21,43
5,3,2,5,19,20,25,15,54
0,3,24,18,27,23,17,41,15
7,6,14,10,9,25,25,20,28
6,19,18,6,20,7,22,38,38
16,5,17,28,11,16,25,16,17
0,11,26,37,24,27,21,18,61
3,10,3,45,34,18,20,37,18
5,6,3,31,14,16,29,33,43
0,27,23,20,12,14,19,30,59
0,10,17,37,32,36,46,14,6
1,14,9,9,10,30,51,30,42
18,13,16,34,37,12,37,20,31
0,20,8,35,26,13,6,17,48
1,4,7,18,25,16,30,19,29
11,10,8,12,8,18,28,41,33
8,10,17,5,7,31,25,12,46
21,12,12,4,39,31,17,36,22
0,8,29,24,16,39,28,32,32
5,16,1,13,16,11,15,27,28
0,5,13,14,11,42,18,23,7
1,1,8,8,6,25,29,39,15
2,6,41,15,4,38,54,28,44
10,3,5,20,15,30,21,41,19
16,18,25,6,24,38,34,39,25
0,17,5,23,18,28,44,34,23
0,1,19,20,17,24,55,25,36
7,23,3,25,8,19,3,40,27
8,0,30,31,1,31,43,40,20
8,0,17,30,21,30,39,17,45
14,18,22,15,27,15,32,22,24
7,17,20,35,15,27,13,42,33
6,7,26,38,21,36,16,52,18
15,3,9,5,13,25,25,4,19
10,11,9,11,20,20,28,58,11
9,9,17,22,38,30,17,47,24
3,6,32,10,27,41,26,27,58
7,13,15,7,29,17,30,27,48
12,3,10,13,7,41,1,31,47
3,22,19,10,15,11,16,28,53
7,21,10,31,22,17,14,41,87
0,9,10,18,31,17,24,17,47
0,4,13,19,24,16,16,21,47
6,5,6,3,9,9,14,23,52
0,21,1,18,22,19,6,31,46
0,12,2,22,32,15,21,47,28
15,7,25,24,16,16,37,40,37
5,19,14,13,36,32,26,32,27
0,15,3,4,17,42,25,28,46
2,12,17,41,11,13,26,36,59
5,23,25,10,31,48,23,23,55
0,17,11,10,12,22,26,48,14
0,9,17,22,16,14,28,43,44
0,22,10,13,11,25,30,26,33
12,4,9,18,8,43,13,26,15
13,21,19,16,31,20,34,6,35
6,23,3,23,25,29,36,34,19
23,7,0,13,29,16,26,20,35
0,12,18,29,10,32,43,38,24
12,13,28,11,22,23,23,46,40
1,14,17,8,24,21,15,20,20
12,14,20,6,17,9,39,11,48
13,13,6,17,14,20,31,17,78
5,1,8,9,5,37,24,24,31
0,8,6,56,8,18,19,37,20
7,14,17,7,24,28,13,37,49
5,3,15,7,31,28,29,27,21
2,28,10,0,24,29,35,18,45
13,20,7,7,32,46,40,21,35
0,6,26,17,9,13,31,24,38
10,36,2,10,20,24,37,24,59
4,21,16,15,23,6,27,16,31
23,13,10,41,41,12,31,26,47
5,21,7,10,12,12,25,9,32
1,2,29,9,37,17,25,59,56
8,8,12,22,5,44,51,61,48
3,14,6,14,20,26,18,26,45
0,5,13,23,20,30,18,28,50
15,5,18,16,28,12,25,32,27
2,0,19,33,11,42,41,44,11
8,16,12,13,22,42,14,36,23
5,20,7,6,31,21,23,11,24
0,4,11,11,24,26,32,44,58
0,18,13,22,19,27,20,50,18
0,8,22,11,28,27,31,23,41
5,5,7,24,22,31,15,45,7
7,1,3,28,19,35,6,22,39
0,1,16,14,6,19,38,13,31
0,0,24,11,40,24,27,55,58
3,21,9,13,22,39,55,42,46
10,7,1,22,17,17,37,44,16
5,15,13,14,15,51,34,26,22
6,5,6,4,23,31,30,35,43
12,17,4,8,42,47,43,14,31
0,9,22,29,28,11,33,54,49
13,15,32,5,14,28,13,16,27
0,20,2,12,10,14,34,3,27
4,4,22,29,25,54,15,42,16
0,4,8,6,16,23,38,49,23
1,9,12,15,12,26,13,32,20
2,5,2,15,18,15,18,33,44
15,2,9,26,41,7,25,35,27
6,12,5,1,39,18,35,31,30
0,26,10,22,18,39,16,45,27
0,6,14,16,16,25,24,46,18
24,9,13,5,32,38,17,45,70
0,18,11,11,15,19,27,47,22
1,8,20,11,14,11,56,49,28
4,6,9,13,19,30,43,32,25
21,13,34,25,49,19,31,22,17
5,18,6,6,26,18,26,47,48
2,6,8,13,2,31,23,16,29
3,13,16,9,21,28,31,43,17
18,26,1,7,16,18,25,44,49
0,6,7,39,13,9,48,44,38
9,20,6,9,27,6,17,51,71
2,6,12,5,41,23,41,25,9
7,18,7,21,32,13,54,51,29
1,4,6,26,8,26,37,39,28
2,33,10,23,28,28,10,28,32
8,8,8,27,22,11,47,47,13
2,7,8,7,11,20,42,54,34
1,5,4,13,31,32,24,24,64
4,17,6,39,12,18,18,24,36
1,6,8,11,17,24,49,36,28
0,14,13,14,34,26,36,23,21
16,0,17,20,29,11,23,86,46
6,21,2,7,37,3,54,28,25
7,9,7,12,31,32,8,23,25
0,4,13,17,9,31,28,32,29
0,33,22,18,10,7,27,30,32
3,12,10,10,24,37,37,32,38
14,35,26,9,44,31,32,44,38
16,12,23,5,24,18,40,21,46
0,6,7,7,44,2,20,53,28
26,7,29,23,36,48,20,48,27
1,4,8,15,12,9,5,35,32
4,2,14,30,14,25,37,22,26
2,6,3,22,27,20,19,34,30
4,13,9,13,10,16,15,27,27
24,17,12,26,32,17,29,15,30
10,13,3,20,11,18,43,23,47
1,2,7,19,33,37,30,23,26
6,2,34,16,29,30,24,31,31
8,5,9,2,27,20,47,22,35
13,5,29,12,19,13,6,49,29
8,22,26,37,20,15,38,21,52
2,12,13,32,17,41,11,31,31
3,11,6,7,15,19,29,23,12
12,9,9,14,23,16,14,65,34
1,15,2,15,3,19,23,13,46
4,6,14,18,17,25,36,42,24
5,9,17,26,22,36,24,38,31
14,20,16,13,33,21,22,45,49
5,7,16,9,26,18,26,66,29
1,1,13,23,20,18,8,44,33
3,22,2,8,20,28,46,4,45
13,35,20,15,19,37,19,22,20
18,1,14,31,21,9,20,44,30
7,6,17,10,24,33,23,28,46
9,7,24,31,48,13,13,42,73
1,1,9,4,10,32,26,58,37
7,21,6,43,37,16,35,19,27
3,10,15,14,22,32,20,31,62
1,21,22,8,27,14,18,50,41
0,4,10,13,30,16,18,37,21
3,5,30,20,9,22,43,35,40
0,21,5,9,34,22,20,50,55
4,15,11,20,28,33,10,30,43
0,37,30,14,6,30,51,22,14
7,21,0,10,10,48,30,15,21
1,7,15,25,15,22,20,50,31
8,3,9,0,18,19,23,33,48
6,13,9,11,29,32,33,37,42
2,25,5,21,15,27,19,16,39
1,15,9,18,29,19,31,34,53
2,2,5,10,39,18,34,9,24
2,13,32,19,17,6,15,35,38
8,20,22,18,23,43,9,15,37
16,13,15,4,20,16,26,6,67
9,5,29,7,32,31,26,16,30
1,18,4,19,12,23,30,27,47
6,25,1,15,6,5,29,46,25
0,19,17,21,16,20,44,40,25
9,6,13,19,26,54,27,23,17
0,12,0,17,19,15,44,26,35
0,7,1,30,24,17,14,26,29
0,13,10,44,10,9,12,6,37
4,7,5,13,10,38,20,22,37
4,30,9,9,21,17,39,47,24
4,3,16,17,8,14,31,44,38
0,13,22,34,16,39,19,20,42
9,5,12,22,11,2,26,17,46
5,12,0,11,11,18,26,33,55
8,16,8,29,12,32,20,35,42
5,14,1,7,8,15,30,16,25
8,10,18,18,15,15,31,20,41
7,9,3,27,17,25,12,25,21
11,23,13,11,10,26,16,23,23
5,11,30,12,39,16,30,19,35
0,16,3,13,29,30,26,18,21
12,28,14,12,30,33,16,38,27
0,1,8,22,24,13,32,58,60
2,23,9,27,34,39,22,18,48
11,16,18,21,31,34,34,46,36
0,10,6,4,11,29,41,15,31
0,23,4,2,10,35,22,49,29
0,1,13,21,20,5,30,35,34
2,22,15,17,25,17,42,36,25
12,9,5,21,17,18,20,43,17
23,4,38,14,46,19,30,32,63
0,23,26,38,19,13,17,24,30
5,1,16,25,15,43,11,21,10
10,10,11,12,36,5,13,33,21
7,3,14,22,20,30,32,28,15
0,13,5,10,15,25,20,41,25
4,30,19,26,5,27,28,10,50
1,7,18,0,7,7,55,29,27
0,12,26,21,10,46,21,29,30
0,13,15,3,26,33,34,34,65
2,18,3,24,19,48,22,49,55
7,17,12,4,28,28,17,48,15
7,8,5,11,6,26,60,49,42
0,14,25,16,49,13,19,20,38
13,0,17,22,33,10,12,14,29
21,10,29,21,16,20,21,32,47
12,10,30,18,20,29,34,37,54
3,4,18,22,12,43,5,25,22
4,22,3,9,26,8,37,11,29
3,14,17,15,14,23,29,13,24
4,15,16,23,18,23,9,40,34
0,18,15,22,20,21,31,39,74
3,10,10,21,33,40,32,27,63
8,4,16,17,23,49,24,57,29
4,7,11,3,41,21,34,38,39
2,20,1,19,29,32,11,46,28
4,4,13,10,8,22,16,37,22
0,20,8,2,43,28,19,49,45
0,4,17,22,20,24,16,33,41
0,24,17,15,9,29,20,10,37
2,11,3,42,17,16,15,70,19
0,14,16,6,18,6,49,25,30
6,14,17,24,15,20,17,28,26
3,19,17,23,20,18,15,4,45
0,30,13,6,21,28,33,14,10
6,9,1,9,18,22,30,35,44
11,29,7,13,12,34,21,40,23
0,20,22,32,25,17,13,29,58
0,16,6,14,13,26,29,25,41
4,30,1,12,33,4,19,31,26
0,19,3,11,29,29,17,47,47
3,22,10,34,19,20,39,24,41
16,19,18,15,18,16,20,30,38
6,10,25,46,8,18,23,35,35
15,12,2,19,13,35,10,26,20
0,17,17,7,20,21,17,56,26
19,11,18,32,13,32,11,61,9
4,11,9,24,22,16,54,17,35
8,13,4,0,27,21,15,46,55
0,3,20,10,27,22,19,31,41
2,12,17,13,38,4,31,38,6
2,35,8,20,22,10,25,24,35
5,14,7,16,31,38,12,37,45
14,18,25,11,39,14,30,26,55
8,23,30,19,10,33,37,23,31
2,5,21,13,16,22,60,33,50
7,23,6,10,20,21,39,31,56
9,11,16,11,5,25,20,20,37
5,17,6,11,11,31,13,34,24
0,16,16,36,13,16,10,41,22
7,6,7,0,23,18,25,23,47
4,5,29,22,22,5,6,33,36
0,6,21,9,18,34,17,57,62
5,11,26,8,27,18,11,41,26
5,10,10,21,15,2,31,11,13
2,8,14,24,17,35,13,41,24
4,15,13,7,21,6,25,11,59
4,4,5,21,27,12,30,34,37
12,24,23,9,10,11,36,8,61
0,23,4,14,22,40,28,12,28
7,15,14,18,10,28,43,14,48
7,30,10,5,19,22,20,17,36
7,12,7,35,9,26,26,24,31
2,3,28,16,29,16,12,44,48
4,6,27,15,27,36,2,31,41
0,9,8,23,29,21,35,42,47
4,7,8,14,29,21,52,25,38
9,11,4,1,25,37,8,53,53
11,12,4,26,15,2,45,11,24
0,9,13,10,15,20,23,40,15
6,22,9,14,29,27,21,21,23
14,17,22,9,24,12,28,16,36
7,7,13,19,27,18,32,12,31
4,6,10,21,7,25,8,22,44
0,5,8,14,33,16,20,38,67
2,14,9,24,12,44,29,23,30
15,15,12,3,33,27,55,22,24
0,19,31,49,43,3,28,52,32
0,11,12,35,13,23,41,25,27
9,15,8,15,24,38,28,44,38
0,3,5,11,18,21,35,32,35
0,0,8,19,10,20,27,35,46
0,21,13,15,20,26,19,24,41
0,19,4,15,10,5,49,24,55
0,11,3,19,23,30,28,11,36
12,1,0,8,7,25,46,12,7
0,22,12,13,3,25,27,28,34
19,4,21,28,33,21,40,21,29
6,11,1,8,22,8,9,31,28
0,0,30,18,38,31,30,19,13
0,11,31,4,8,17,18,19,71
0,3,2,18,32,28,35,54,34
11,4,9,3,8,9,28,17,17
8,12,7,9,15,33,20,54,15
1,9,7,25,24,35,32,46,43
12,1,15,8,11,16,35,25,38
0,29,8,9,13,22,33,21,45
3,5,12,20,38,15,11,39,36
0,3,21,20,10,36,26,22,44
1,12,9,12,22,17,48,15,41
4,1,18,18,12,10,30,17,42
0,24,5,21,21,29,23,57,21
12,20,34,34,37,4,37,10,27
17,2,1,16,14,34,23,24,14
12,2,19,19,2,32,29,23,46
3,28,5,8,29,31,13,22,76
4,16,3,15,11,37,36,29,32
17,12,15,18,19,26,28,21,57
11,34,12,9,8,32,50,21,19
0,27,22,3,11,32,42,22,33
0,8,7,24,21,32,30,16,15
8,12,20,21,3,36,16,36,29
8,4,14,17,26,12,47,24,56
2,8,10,10,40,9,13,49,39
12,9,9,15,18,17,56,51,46
5,15,11,26,13,44,31,49,13
2,8,5,9,23,21,23,19,44
0,12,4,12,44,17,11,20,52
3,9,21,34,26,16,6,40,22
6,17,9,41,4,21,24,29,60
0,4,5,13,12,36,10,24,29
0,21,0,0,23,11,26,51,25
3,16,8,19,17,18,67,32,29
18,6,0,11,12,27,17,29,12
1,13,22,21,18,30,45,53,38
0,6,7,13,13,24,22,30,24
6,21,10,43,2,20,26,25,43
9,8,20,24,8,52,22,18,40
2,2,3,16,27,25,39,44,24
4,3,6,26,17,27,33,14,26
9,8,14,24,17,6,19,44,37
0,27,1,15,27,21,27,3,22
0,18,11,30,42,17,26,15,39
4,5,12,13,10,33,50,24,23
7,25,18,28,28,31,33,34,90
1,11,5,20,33,57,29,25,13
3,15,14,16,20,53,23,49,48
12,14,18,17,5,8,44,29,23
0,20,8,19,12,27,36,29,47
3,19,18,27,30,16,29,41,27
6,11,10,22,12,22,14,22,22
8,25,25,28,30,12,39,33,20
2,10,18,15,19,20,16,31,43
9,6,23,20,16,15,21,8,26
0,4,7,10,39,19,21,35,42
0,13,8,13,33,13,27,12,50
6,11,3,31,16,15,9,26,66
14,18,5,23,13,31,39,36,46
0,9,21,15,47,34,34,37,40
5,6,13,34,20,24,52,32,51
2,0,17,28,20,7,10,18,24
3,11,15,31,18,24,31,37,31
3,28,13,12,16,40,31,25,27
2,14,3,8,24,25,27,37,32
5,19,11,25,11,31,25,27,56
13,10,16,16,39,28,12,43,25
4,3,8,20,13,10,21,45,36
0,8,6,15,15,15,15,33,32
13,21,12,20,21,19,53,17,23
7,23,7,6,24,11,22,31,35
0,30,11,3,25,48,9,34,14
13,19,4,17,4,20,60,25,19
14,10,16,23,41,17,20,27,49
8,6,8,7,12,42,41,12,6
5,16,8,34,23,15,38,33,31
0,31,29,4,13,20,33,28,30
0,3,9,31,23,10,15,63,34
4,28,8,20,23,27,15,56,45
5,22,11,14,16,9,35,22,55
10,18,8,40,25,9,39,57,17
2,16,28,29,27,27,54,16,35
0,6,14,12,13,17,9,29,31
8,3,46,32,13,9,59,74,30
4,19,6,27,10,22,39,19,25
3,3,21,6,21,20,28,36,47
5,12,12,27,9,33,19,21,26
13,0,10,21,33,27,38,47,30
0,7,18,17,3,14,35,16,32
5,31,9,34,13,17,20,30,28
3,26,20,9,9,5,18,45,37
1,6,12,24,17,24,41,23,34
16,9,11,4,16,25,20,41,40
0,16,32,13,33,32,24,49,55
3,16,22,17,26,2,29,18,21
8,8,6,12,5,8,39,11,51
6,7,21,20,11,13,30,30,54
0,12,5,7,44,33,27,28,40
6,39,5,14,14,23,40,34,19
7,27,29,18,35,27,30,18,34
0,25,6,13,3,14,19,39,34
6,14,18,7,18,24,34,58,53
6,7,7,3,12,7,18,20,47
8,6,18,9,32,3,18,46,34
10,1,10,16,31,33,17,23,38
4,6,5,19,9,31,39,33,30
3,19,21,7,31,26,24,41,57
3,14,9,28,18,28,15,20,32
0,4,11,22,20,23,28,25,61
7,18,3,9,24,3,29,22,9
4,11,24,18,26,26,23,10,22
0,7,14,8,24,26,32,66,30
0,6,24,22,33,17,47,44,30
8,9,18,32,8,11,43,39,51
0,6,5,32,6,22,37,16,41
13,18,15,1,18,7,33,48,32
0,8,28,33,39,33,17,43,59
17,19,9,2,18,34,18,10,44
0,17,7,17,15,37,38,25,38
0,2,15,31,21,3,15,24,39
3,16,18,24,29,26,14,42,8
0,11,18,25,10,31,29,28,36
1,7,13,15,12,29,28,49,62
6,9,9,18,17,0,9,27,45
5,18,22,31,21,30,33,55,65
7,12,7,21,28,29,44,28,29
8,5,6,7,19,44,41,18,42
0,8,6,5,21,31,36,33,58
6,8,16,24,37,50,12,26,38
2,19,6,14,14,21,37,55,32
6,0,11,16,9,47,24,24,36
4,0,27,33,32,23,33,30,20
5,14,20,19,28,31,17,25,41
0,35,34,13,19,31,18,30,16
0,13,4,8,32,9,27,31,46
8,27,10,20,18,12,24,21,25
0,5,17,8,28,22,20,37,39
8,10,14,10,18,12,50,20,40
0,6,14,19,9,14,23,49,13
14,37,9,6,18,23,17,62,36
0,2,7,4,9,36,20,31,20
11,2,8,15,23,2,22,9,23
0,12,10,5,23,33,9,40,25
3,4,9,8,17,31,55,22,50
0,4,14,7,5,27,24,50,49
11,25,6,6,10,34,4,43,57
0,16,13,7,19,13,50,36,28
14,8,10,32,18,34,22,16,66
16,6,10,32,29,19,38,52,47
0,15,7,11,22,26,18,29,41
13,7,0,16,13,30,18,14,39
7,18,17,10,8,18,26,26,10
13,18,19,12,20,23,44,44,28
20,11,9,13,3,13,34,39,41
1,14,0,14,33,59,19,31,18
10,15,5,13,19,18,11,13,40
11,4,13,29,26,21,26,45,23
1,4,0,10,24,33,23,44,26
1,10,19,48,14,30,24,47,20
13,7,10,6,9,47,22,30,68
20,5,20,10,56,28,30,30,10
0,2,24,7,33,8,13,32,32
10,16,12,19,30,24,27,43,16
9,6,3,3,12,23,18,25,7
4,23,1,17,48,13,19,30,38
6,22,22,18,15,4,26,45,24
10,0,11,19,24,10,24,53,12
14,20,20,16,20,10,28,28,33
2,9,14,46,13,16,24,44,54
12,12,21,27,48,27,48,40,38
0,6,6,29,10,7,23,29,11
12,34,17,9,18,15,31,19,22
10,12,15,11,15,20,14,16,16
0,9,9,27,5,12,50,33,34
3,4,7,21,14,22,10,12,35
0,6,10,25,5,19,35,14,31
6,11,6,18,28,24,15,10,26
3,12,8,29,19,41,24,49,35
2,3,21,27,17,22,23,25,41
4,10,14,17,18,8,15,28,50
9,33,0,11,37,14,35,24,35
7,2,7,32,8,22,12,59,37
0,19,11,0,34,13,33,41,23
13,7,11,20,11,9,30,37,35
10,5,8,11,40,13,29,60,29
0,30,29,27,20,30,42,27,24
0,15,7,20,24,11,38,56,19
11,3,20,3,22,39,26,36,32
0,3,21,19,23,15,9,34,17
0,2,5,6,28,35,31,28,26
0,12,4,22,17,10,5,32,38
0,13,6,6,14,14,20,36,43
0,15,18,20,10,11,56,27,42
24,5,12,12,35,32,48,18,42
12,11,2,18,24,31,31,30,56
9,12,12,14,27,25,32,31,24
5,0,31,15,28,7,16,60,33
5,0,21,36,53,25,7,76,23
0,11,21,22,16,3,34,46,40
3,10,18,18,9,21,25,23,5
0,2,8,18,9,25,25,75,54
10,0,0,14,20,38,47,44,31
8,8,16,10,20,9,13,37,28
9,20,2,25,6,8,44,37,23
8,8,24,30,42,28,31,33,42
10,10,12,33,40,25,27,18,43
0,7,9,6,3,50,36,27,31
6,2,2,17,22,47,34,38,60
13,20,9,23,24,3,4,13,31
0,10,11,6,22,20,16,48,20
